,userName,score,clean_review,label
118,Ria Puspita,5,biasanya selalu belanja keluar dan baru tau kalau ada aplikasi astro jadi sekarang belanja bulanan tinggal buka aplikasi pilihan produk nya lengkap banyak pilihan harga nya juga lumayan kompetetif kurang lebih sama dengan supermarket lainnya daripada cape keluar mending tinggal buka aplikasi dan pembayaran nya juga cukup mudah,1
119,Ibrahimsaya. Clo,5,sebagai irt sibuk aplikasi ini sangat membantu belanja ga harus keluar rumah pesanan diantar cepat sampai mudah kebutuhan cukup lengkap harga kompetitif yg penting barang datang selalu fresh dan baik dalam pengemasan dan pengiriman pembayarannya juga gak ribet tinggal klik aja beres deh,1
120,nelly Elizabeth,5,bagus pelayanannya cepat,1
121,Puteri Amanda,5,apk astro pilihan produk banyak dan lengkap banget pengiriman nya juga super cepet harga terjangkau registrasi gapake ribet mudah digunakan proses pembayaran mudah ada gratis ongkir nya juga sangat membantu banget aplikasi ini recommended deh pokok nya,1
122,Cicero Marcus,1,udh sering beli tp hari ini terburuk beli buah buat org tua yang sakit kurirnya sudah di arahkan dan di wa dengan seenaknya batalin pesanan dana ga bisa di tarik dan order ulang saat di tarik masuk ke dompet astro info cs x baru masuk ke wallet sangat merepotkan,0
123,Ade Setiawan,5,waah aplikasi asrto keren banget beneran kenapa bisa di bilang keren karena ini aplikasi punya kategori kebutuhan belanja sangat lengkap pelayanan cepat proses pembayaranya juga mudah banget yg lebih penting lagi harga terjangkau deh pokoknya indonesia negeri ku astro solusi belanjaku,1
124,Ade Firanto,5,pengiriman cepat driver ramah murah banyak diskonnya,1
125,Ramhadi Yusup,5,ketika mau belanja tapi ttp stay dirumah ehh ada temen yg nyaranin buat download aplikasi astro ini dan ternyata waww dari mulai tampilan yg menurut aku itu elegan dan menawan terus untuk pilihan produknya banyak banget dan juga lengkap sampai pembayaran nya juga mudah dan cepat pokoknya aplikasi ini rekomended banget,1
126,Rodlyan Ahsani Taqwim,5,alhamdulillah saya sudah menemukan aplikasi yang pengiriman barangnya cepat hanya dalam hitungan menit saja pengiriman nya sangat cepat sehingga tidak menunggu lama aplikasi yang sangat mempermudah pembelanjaan dalam kebutuhan makanan minuman barang nya sangat lengkap sekali apapun yang di cari pasti dapat proses pembayaran nya juga sangat mudah sekali kondisi barang nya juga sangat bagus baik dan segar semua pokoknya sangat rekomended dalam hal pembelanjaan,1
127,Rani Ramadhani,5,sekarang gak pusing lagi kalo mau belanja bulanan tuhh untuk aku yg mageran ini app astro ngebantu banget buat belanja kebutuhan sehari hari disini udah lengkap banget pengiriman cepet pembayarannya mudah gak ribet bisa lewat apa aja dan yg paling aku suka tuh banyak diskonnya apalagi buat pengguna baruu,1
128,Blaze Anonymous,5,aplikasi ini bener mempermudah pembelajaan kebutuhan makanan dan minuman jadi kita gk perlu cape ke minimarket atau agen sembako lagi tinggal scroll bayar dan barang bakal dianterin sama kurirnya dan yg paling gua suka adalah pengiriman belanjaan hanya menit keren pokoknya,1
129,Deddo Doank,5,aplikasi yang sangat simpel dan mudah thanks you,1
130,Ekoari Santoso 987,5,aplikasi yg sangat memudahkan mencari barang belanjaan pengiriman super cepat cukup menit serta fitur pembayarannya mudah dipakai dan dipahami bagi pengguna baru sangat cocok dipake buat ibu yg masi ribet belanja bulanan nih,1
131,Ocelord,5,nih aplikasi nya bagus sih bagi kalian yg lagi males gerak untuk belanja bisa nih pake apk ini sekali klik gk sampai menit langsung sampai dirumah belanjaannya mantep sih dan juga produk nya banyak banget di tambah harganya pun terjangkau langganan deh,1
132,Hari Nanda taufik,5,semenjak pake aplikasi ini gua ngerasa terbantu banget gua bisa belanja dengan cuma lewat hp aplikasi ini mempermudah pembelanjaan kebutuhan makanan dan minuman dengan proses pengiriman cepat hanya menit awalnya ga yakin masa sih ada aplikasi belanja online dengan pengiriman menit super cepat tapi ternyata memang benar dong semoga kedepannya jangkauan daerahnya di perluas lagi dan kalau bisa tambah fitur metode pembayaran cod pasti bakalan lebih keren lagi nih aplikasi,1
133,Angga Saputra,5,aplikasi belanja yang terkeren karena belanja di astro bisa lebih hemat sebab harga produk lumayan kompetitif kategori kebutuhan belanja sangat lengkap jadi kita bisa belanja semua kebutuhan hanya di astro,1
134,riska wati,5,belanja jadi mudah dan gaperlu antri bayar lagi semenjak pakai apk astro ini harganya pun tergolong murah dripda di supermarket pengirimannya juga cepat dan proses bayar belanja mudah sekali jauh lebih praktis pasti nya,1
135,Naurah Ghumayda,5,halo saya pengguna baru aplikasi astro aplikasi astro ini sangat bagus sekali karena dapat mempermudah kebutuhan belanja saya dengan kategori pilihan yang banyak lengkap harga terjangkau proses pembayaran mudah dan yang paling bagus proses pengiriman yang cepat,1
136,Endang Widuri,5,aplikasi yang sangat membantu buat belanja pembayarannya mudah banget harganya juga kompetitif sama beli langsung pengirimannya super cepat jadi produk masih fresh,1
137,Asikin S.,1,ternyata astro hanya bisa dikirim dari tempat dan tujuan tertentu saja sebaiknya ada tersedia jasa ekspedisi yang bisa kirim paket ke keluar kota seperti jne si cepat atau anteraja jadi lebih luas jangkauan pengirimannya dan pembayarannya pun mudah dengan virtual account bca,0
138,دناش كاندر,5,mantap proses nya cepet bgt pengiriman nya juga cepet kereenn banget mantaapp,1
139,Riska Dewi Adelia Saputri,5,seneng banget belanja di astro pilihan produknya banyak banget pengirimannya cepat bayarnya mudah produknya bagis bagus dan yang paling penting harganya murah dan aplikasi ini cocok banget digunakan saat masa pandemi seperti ini mantaapp,1
140,Mega Wati,5,baru tau aplikasi astro ternyata pilihan produk lengkap banget dan harga nya juga kompetitif fitur mudah di gunakan dan aman juga pengiriman nya cepat banget jadi lebih mudah untuk belanja semua kebutuhan makanan dn minuman untuk kau mager cocok banget sihh,1
141,Rosita,5,fitur buat pembayarannya mudah banget dimengerti jadi walaupun baru pake tetep paham seneng banget belanja disini kondisi barang nya bagus banget dan pengiriman cepat,1
142,Fianita F,5,salah satu solusi untuk belanja online harga produk lumayan kompetitif kategori kebutuhan belanja sangat lengkap mulai dari fashion elektronik kesehatan ada semua proses pembayaran mudah dan ada admin cs yang bisa membantu jika ada kendala,1
143,Agus Akbar,1,gak guna gak bisa di harapkan mnding uninstl aja msak order jam pagi smpe jam mgrb blum datang sial mnding beli d toko lngsung ja jngn penah blnja d sini,0
144,adisa nur safitri,5,mantep banget ini aplikasi memudahkan kita untuk belanja selain itu pengiriman belanjaan cepat hanya menit pilihan produk banyak dan lengkap banget seneng banget deh jadi ga bingung mau belanja dimana terimakasih astro,1
145,Anak Bayi,5,sangat senang berbelanja online di astro barang yang dibutuh sesuai deskripsi harga kompetitif pengiriman sangat cepat hanya kurang lebih menit tiba setelah pemesanan dan pengirimnya cepat dan aktif jadi gak rugi belanja di astro terima kasih astro,1
146,Annisa Rafiatun Prasetya,5,udah sering rekomendasiin aplikasi ini ke keluarga temen aku karena selalu good experience kalo belanja di astro mau pilih barang apa aja pasti ada dan lengkap harganya juga lumayan kompetitif dan pastinya kualitasnya okee semua,1
147,Tri Marta,5,aku tipe yg malas belanja secara langsung karena jauh dan capek banget jadi selalu terbantu banget dengan aplikasi astro ini karena tentunya belanja gak perlu ribet lagi langsung pesan dan paling suka proses pengiriman nya sangat cepat apalagi dengan fitur pilihan kategorinya dengan kategori pilihan belanja yang sangat lengkap buat makin mudah dalam memilih belanjaan mantap lah selalu langganan terus buat kaum mageran kayak aku,1
148,Nonny,5,gimana ga ketagihan pakai astro buat belanja kebutuhan bulanan atau mingguan tinggal pencet terus bayar barang di kirim secara cepat sampai dirumah kondisi barang selama aku beli juga aman pernah coba beli telur dan daging juga packing bagus dan kondisi dagingnya pun bagus kurirnya ramah bintang sat set pkoknya,1
149,Lia,5,belanja sekarang benar segampang itu dengan satu aplikasi kita bisa penuhi kebutuhan tinggal buka astro pilih barang dan pengiriman belanjaan hanya menit mau beli apa aja pasti bisa karena pilihan produk banyak dan lengkap banget pokoknya gak bakal nyesel pakai astro terima kasih,1
150,Laurin G W,1,akun astro saya ga sengaja kepencet non aktif udah coba hubungin email wa hampir setahun untuk minta diaktifin lg tp ga ada tanggapan dm instagram jg ga bisa bingung layanan cs nya kudu kemana akhirnya sampe skrg ga bisa order lagi karena status no tlp yg terdaftar tp dianggap non aktif cm punya nomor ini satu satunya padahal saya sering order ngerasa butuh astro,0
151,Tantri Tantri,5,lumayan cepat pengiriman gratis ongkir bakal belanja di astro terus kalau kaya gini mah pertahankan dan tingkatkan kualitas astro semoga makin lengkap juga pilihan produknya apalagi kalau bisa beli sea food mentah fresh tiram dll makin ketergantungan belanja disini,1
152,Elektro_Bastian Setyo Hutomo,5,sangat senengg pakai aplikasi ini mudah cepat dan aman buat penggunanya sangat suka jual atau pun beli disini selain barangnya yang lengkap harganya juga terjangkau dengan kualitas yang ga kaleng proses pengiriman nya cepat dan amaann sampaii kee pemesanan kaliaann jugaa cepet donlott yaa,1
153,Nabilah Sharfina,5,halo astro saya sebagai pengguna baru cukup puas dan terbantu dengan aplikasi ini apabila dilihat dari sisi fungsional aplikasi ini menyediakan pilihan produk yang banyak dan lengkap banget tentunya harga produk yang tersedia lumayan kompetitif apabila dilihat dari sisi tampilan coba lakukan riset kembali terhadap target pengguna agar sesuai dengan kebutuhan pengguna pada dasarnya sebuah teknologi dituntut sering melakukan perubahan dalam waktu tertentu untuk memberikan layanan terbaik,1
154,jong Soo,5,aplikasinya gampang banget digunain bagus apalagi isinya sesuai banget sama ekspektasi mulai dari harga yg terjangkau produk barang yg lengkap pengiriman yang ternyata cepat banget kalau mau cari grosiran aplikasinya juga pas banget sip bintang,1
155,Tuyatno Tuyat,5,belanja disini pengirimannya cepet bgt deh kategori belanjanya juga lengkap untuk proses pembayaran nya juga gampang bgt bisa ewallet jd mudah bgt deh banyak diskonnya juga dan promo,1
156,Mulyati Bc,5,kalo belanja disini pengirimannya bisa cuma menitan aja pokoknya super cepat banget kategori kebutuhan belanja yang ada disini juga sangat lengkap jadi kebutuhan apapun yang diperluin bisa beli disini,1
157,Anisa Gita,5,saya suka sekali dgn aplikasi ini banyak pilihannya dn jg lengkap jadi memudahkan saya membeli apa yg saya mau pengiriman nya jg cepat sekali tentu harganya jg lumayan kompetitif sukses selalu astro,1
158,erwinda tyas0100,5,aplikasi ini emang ditakdirkan buat yang super sibuk sama kerjaan rumah kerjaan kantor ngurus baby dan gak sempet keluar belanja gampang banget kalo mau belanja soalnya • pilihan produk banyak dan lengkap banget so ga perlu jalan kemana kalo mau beli kebutuhan enaknya lagi disini proses pembayarannya mudah jadi ga perlu khawatir ya guys kalo mau belanja udah aman dan trusted pokoknya,1
159,Noer Arudam,5,good pengiriman hanya menit super cepat,1
160,Candra Hapsari,5,apk ini membantu bgt mempermudah belanja groceries ga perlu capek keluar lagi pengiriman juga cepet banyak pilihan trus harga juga kompetitif pembayaran juga mudah membantu bgt di masa ppkm kaya begini good job,1
161,Shared S,5,so far aplikasi ini lebih ngebantu buat belanja dadakan soalnya biaya ongkirnya murah banget tp tolong stocknya diperbanyak jangan tiba suka sold out,1
162,Masum Betong,5,belanja di aplikasi astro proses pembayaran jadi makin mudah karena tersedia berbagai macam metode pembayaran ewallet card va dari berbagai bank harga produk juga lumayan kompetitif sangat mempermudah belanja kebutuhan makanan dan minuman dan untuk detail fitur dan tampilannya bisa dicoba sendiri dengan download app nya ya,1
163,Arivani Widodo,5,di sini harga produk lumayan kompetitif dan plusnya lagi ga perlu keluar rumah sih buat belanja kebutuhan tinggal klik aja dari hp proses pembayaran mudah dan proses pengiriman juga cepat ngebantu banget buat belanja kalo pas di rumah lagi ga ada kendaraan buat keluar,1
164,Bani Kdc,5,kemarin mau belanja grosiran bingung di mana dan sekarang nemu aplikasi ini yang sangat berguna sekali mudah cepat dan gak pake ribet menu nya sangat lengkap dan fiturnya bagus banget mungkin untuk produk kecantikan nya untuk lebih di tingkatkan lagi masih kurang lengkap untuk yang lain nya jos lah aplikasi ini sangat bagus,1
165,Alvian Rawung,5,gokil sih ini pilihan produknya banyak lengkap dan variatif banget harga harganya lumayan kompetitif kok mempermudah pembelanjaan sih ini yang paling penting proses pengiriman cepat karena pelayanan cepat juga kondisi barang baik semua ketika tiba di rumah terima kasih,1
166,Berlin Fitriani,5,aku tipikal org yg gamau ribet kepasar atau ke minimarket jadinya urusan belanja kebutuhan dapur rumah aku selalu beli di online gini baru kali order sayuran sama ayam potong di astro alhamdulillah tidak mengecewakan harganya juga terjangkau pelayanannya si yg oke banget cepat,1
167,AnggaAngga Wpcs,5,begini nih apk bestiee nya para anak rantau di jakarta mau cari bahan masak makanan jadi lebih mudah pilihannya juga banyak bumbu dapur lengkap dan ayam daging juga ada harganya termasuk murah mnurut saya dan yg paling oke pengirimannya cepat bgt,1
168,zainal mutakin,5,dimasa ke gini sih pakai astro cocok apa lagi musim ujan mau belanja ke minimarket pasti males lewat astro aj udh cukup produk lengkap kualitas nomor sama hrga juga murah dan terjangkau sekali proses pengiriman pun cepat banget pembayar mudah,1
169,9608 GINANJAR,5,aplikasi yang layak bintang karena pelayanan bagus dan cepat plus proses pengiriman cepat banget yang terpentingnya lagi di astro setiap pengiriman selalu di pastikan kondisi barang baik semua jadi tidak ada pelanggan yang kecewa thanks astro,1
170,ragil safitri,5,baru nyobain sih aplikasinya sebenernya bagus pilihan produknya banyak banget lengkap pengiriman juga lumayan cepat tapi kurang nya kita nggak bisa ngecek lokasi kurir sedang berada dimana dan sampai mana,1
171,Putri Syarifa,5,baru pertamakali ini pake aplikasi astro tampilan aplikasinya user friendly jadi mudah dipahami belanja di sini produknya banyak dan lengkap selain produknya yang lengkap proses pengiriman juga cepat jadi kalo ada kebutuhan yang mendesak bisa langsung belanja di astro karena ngga usah nunggu lama sangat memudahkan,1
172,Adin Nugraha,5,nambah satu lagi apps yang pelayanannya cepat dan proses pengirimannya cepat dan ui uxnya nyaman banget mungkin next bisa ada paylater biar lebih enak totalan kalau mau belanja,1
173,Mahardini Ika Safitri,5,ini super cepat sih pengiriman belanja hanya butuh menit aja udah tinggal duduk manis pesen kebutuhan makanan minuman dari aplikasi ini paling suka karena pelayanan yang cepat dan transaksi nya gak ribet,1
174,Sucy Anovra,5,suka sama astro untuk fitur belanjanya bagus dan banyak pilihan produk dengan harga yang sesuai trus pengiriman produk juga cepat banget di proses jadi ga perlu nunggu lama ada gratis ongkir juga untuk fitur pembayarannya juga mudah,1
175,Bay Dilss,1,parah banget ini astro fatmawati yang bagian food nya lama sekali pelayanan nya orderan cuma aja mas masnya malah ngerokok dan main hp di luar tolong di perhatikan,0
176,Amaa aaa,5,belanja di astro hitungan menit aja baru order terus bayar kurir sudah otw antar dan barangnya ga sampai menit datang packing nya rapih kondisi barang nya sampai tujuan juga bagus keren lah,1
177,Ivata Putri,5,aplikasinya mudah digunakan ditambah lagi pilihannya banyak dan lengkap bangett harganya pun sangat terjangkau dalam segi pelayanannya pun cepatt jadi tidak perlu nunggu terlalu lama mantap,1
178,ester simatupang,5,pengalaman pertama pakai astro so helpful kurirnya jg komunikatif,1
179,Mobile Legends,5,jangan baca ulasan yg di depan itu ulasan dari pihak astronya kalo mau tau klik di ulasan pilih yang kritis kalian akan tau kejelekan aplikasi ini aplikasi ga jelas promo lebih menarik di aplikasi sebelah aturan selalu berubah rubah siap ditinggal pelanggan aplikasi begini mah tadinya seneng belanja di astro skrg males banget barang yg dtg sering kurang refund lama hari uangnya kan mau dipakai untuk belanja kebutuhan mendesak,1
180,Muhamad Parid,5,aplikasi yang banyak fitur keren mudah dimengerti terima kasih pembuatan fiturnya jadi gak bingung kondisi barang baik semua dan pelayanan cepat juga pokoknya ini aplikasi ter the best yang aku temukan di play store,1
181,nisa nur,5,aplikasi ini berguna banget buat akuu apalagi pilihan produk produknya banyak dan yang pasti lengkap lagi belum lagi disini proses pengirimannya cepat pembayarannya mudah dan yang paling penting harga produknya lumayan kompetitif pokonya top markotop deh kalian wajib pakai aplikasi ini si,1
182,Maz Aiick,5,pesanan saya sudah sampai dengan baik padahal baru kemarin beli ehh tau sudah sampai aja nih pesanan soalnya pemakaian aplikasi mudah dan ringan jadi mudah digunakan mudah juga sampainya pilihan produk juga banyak dan lengkap banget ini mau pilih produk lagi buat kebutuhan sehari hari,1
183,Rubby Ily,5,bintang karna sebermanfaat inii biasanya belanja di supermarket yg harus keluarin tenaga dan waktu trus coba pake aplikasi ini jujur membantu bgt mempermudah buat belanja makan minum tanpa harus keluar rumah mana pengirimannya cepet bgt cuma menit sangat berguna bagi kaum rumahan pokoknya,1
184,Annafilia Dwi A.F,5,aku kasih bintang buat aplikasi astro aplikasi ini mudah digunakan dan sangat membantu saya dalam berbelanja di aplikasi ini terdapat banyak kategori kebutuhan belanja dan yang pasti disetiap kategorinya terdapat berbagai macam produk dan tentunya lengkap harga produk disini lumayan kompetitif selain itu proses pengiriman dan pembayaran tidak perlu diragukan lagi karena sangat cepat dan mudah,1
185,Fauzan Akmal,5,belanja di astro jauh lebih mudah pelayanannya cepat pilihan produknya banyak harganya kompetitif ga perlu lagi repot kesupermarket cocok banget buat yang lagi mager dirumah,1
186,yuni wulandari,5,produknya beragam dan banyak banget pilihannya mulai dari perlengkapan pribadi sampe barang lainnya kayak daging sm sayur an tuh ada semua harganya juga kompetitif ga terlalu mahal ga terlalu murah juga,1
187,Galih Satriani,5,engga lebay kalo bilang astro aplikasi belanja terbaik di indonesia apalagi kalo liat produk nya yg lengkap dan berkualitas ditambah sama layanan pengirimannya memuaskan serta bisa kirim dengan cepat dan tepat waktuniya,1
188,Ulfa Suparto,5,belanja lebih praktis dan hemat waktu,1
189,mariani 617,5,alhamdulillah bisa tau aplikasi ini ngebantu banget pas ga sempet ke pasar buat belanja tinggal pesen di apk astro yang pengiriman super cepat dalam hitungan menit sayang banget metode pembayaran nya baru tapi tetep luvv sama aplikasi ini,1
190,Aulia Rahmawati,5,cocok banget buat aku yang mager dan malas keluar rumah buat belanja aplikasinya mempermudah pembelanjaan kebutuhan makanan dan minuman udah gitu pilihan produknya banyakdan lengkap banget,1
191,Rizka Cullen,5,yeayy berkat aplikasi ini aku jadi no worries lagi deh kalau tengah malem lagi laper tapi males keluar rumah buat belanja soalnya disini pilihan produknya banyak dan lengkap banget pengiriman menit super cepat,1
192,Serly Eka Viola Sari,5,fiturnya bagus banget karena setiap produk dibedain menurut kategorinya masing mempermudah pembelanjaan kebutuhan makanan dan minuman proses pengiriman cepat cocok untuk aku yang butuh sesuatu saat mendadak,1
193,Naila Istiqomah,5,pilihan produknya banyak dan lengkap banget gak beda sama minimarket dan langsung di antar ke rumah semua belanjaannya recomen banget buat yang kalo balik kerja malam dan gak sempet belanja ke minimarket,1
194,Adira Mecca,5,aplikasi nya bagus fitur nya juga banyak dan mudah mempermudah pembelanjaan kebutuhan makanan dan minuman pokonya buat yang mau belanja tapi buru bisa disini karena proses pengiriman cepat,1
195,tiyi nil,5,aplikasi ini bagus pengiriman cepat sampai gak nyangka banget aku beli makanan sama obat aja bisa secepat itu nyampeknya woi recommended banget di pake untuk kalangan umum jadi ga perlu repot lagi deh harus ke toko tinggal pesan di aplikasi ini sat set sat set udah sampek itu barang,1
196,Nurlitasari,5,aplikasi terbaik buat yang mau belanja kebutuhan scara online kategori belanjanya lengkap dan produknya bagus pembayaran juga gampang pas pengantaran barang sampe dalam kondisi baik dan segar semuanya,1
197,Farrel Danendra Tio,5,kmren coba beli bahan makanan buat seminggu ternyata worth it dri harga pun murah bakal jadi ide buat malam tahun baru sih ini apalagi gaperlu keluar rumah tinggal pesan aja di astro pengiriman barang pesanan juga cepat hanya menit sudah sampai keren lah,1
198,Duwi a.,5,sering banget belanja disini pengirimannya cepat menit aja sampe packaging rapi beneran good condition pokoknya drivernya sopan harga kompetitif dan gampang dipakenya betah jadi langganannya astro makin berkembang ya,1
199,Dibo Ramdhani,5,waahh aplikasinya kerenn bangett banyak sekali kemudahan yang kita dapet diantaranya proses pengiriman cepat proses pembayaran mudah kondisi barang baik serta harga terjangkau buruan kawan download aplikasinya ini saya kasi bintang lima aplikasinya sesuai dengan ekspektasi,1
200,Anggi Devtami,5,ini aplikasi nya manteepp dehh mana pilihan produknya banyak dan lengkap banget cocok nih buat yang mageran download aplikasi ini aja kalau mau lagi pengen cemilan udah gitu proses pengirimannya menit super cepat apalagi proses pembayarannya gampang bgt dan ketika sampai ke tangan kita kondisi barangnya baik semua gada yang penyok asli sihh ini keren beud aplikasi nya ngemudahin kita banget,1
201,Ferma Irrev,5,aplikasi andalan karena pilihan produk banyak dan lengkap banget jadi bisa belanja kebutuhan sekalian banyak terpenting si proses pengiriman cepat jadi tidak perlu khawatir puas belanja disini pokoknya deh,1
202,Aditya Cahaya,1,aplikasi apa an neh penawaran nya seh menggiurkan tp begitu di download dan mau belaja semua produk yg d klik sedang kosong semua udah gitu area tdk terjangkau kslo begitu buat apa di download unfaedah menuh hin memori aja uninstal lagi aja,0
203,Faiii,5,interface aplikasinya yang user friendly banget bisa dipake oleh siapa aja dari yang udah sering belanja online sampe yang baru pertama kali belanja online pilihan produknya juga lengkap dan variatif pula,1
204,sallary moon,5,pelayanan yang diberikan sejauh ini cukup memuaskan,1
205,al ichsan,5,ini aplikasi ya lumayan enak buat order makanan jenis makanannya lumayan lengkap dan murah tp byk kesediaan makanan diluar jangkauan area jd ada makanan yg gk bisa order but overall lumayan oke,1
206,Putri Indah,5,aplikasi ini jadi solusi bagi yang mau belanja kebutuhan online tanpa harus keluar rumah aplikasi ini memiliki banyak banget produknya seperti buah buahan oalahan susu dan telur bahan kue dan lain sebagainya tak hanya itu pengguna baru juga dapat diskon langsung hingga ribu untuk x transaksi pertama dan gratis ongkir,1
207,Rahmita Prasukam Dewi,5,suka banget sama astro aku kemarin belanja banyak banget cuma ribuan dapet promo telur isi butir juga terharu banget udah gitu sesuai banget sama klaimnya yg pengantaran menit sampai bener pengiriman menit super cepat gaboong mesti coba apk ini sih guys banyak promo menanti,1
208,Faqihah Raisya,5,bener mempermudah untuk belanja makanan dan minuman pilihan produknya banyak dan lengkap semua yang dibutuhin ada udah gitu pengirimannya cepet lagi menit doang udah nyampe wah gila si seneng banget,1
209,Fanesa Putri,5,kalau mau belanja anti capek ada astro cocok bgt tsayy proses pengirimannya cepat cuma menit sampai tinggal klik produk aja bayar selesai deh oh iya kalau belanja minimal rb bisa dapat gratis ongkir hemm cucok,1
210,Amel Tiara,5,aplikasi yang cocok banget untuk orang yang males keluar rumah untuk belanja karena pengiriman barang yang datengnya cepet banget harganya yang cukup relatif murah kategori yang sangat lengkap proses pembayaran nya pun cukup mudah dan yang paling terpenting disaat barang sampai semua dalam kondisi yang baik,1
211,Riana Sandri,5,alternatif pilihan aku ketika belanja banyak pakai astro karena ada gratis ongkirnya dengan minimal belanja dan kurirnya pun sampe dirumah dengan tepat waktu cepat proses pembayaran mudah bisa pakai ewallet atau mbanking good job astro,1
212,sayyidatina rahmah,5,walaupun pandemi sudah berakhir tapi masih worry untuk belanja keluar rumah astro ngebantu bangett selain kategori kebutuhan belanja sangat lengkap pengirimannya juga cepat terimakasih astro,1
213,Adi Setiyobudi,5,marketplace dengan desain yang elegan macam barangnya lengkap dengan harga yang bervariasi dari yang murah hingga mahal nilai plusnya pengiriman super cepat jadi gak perlu tunggu lama,1
214,Hana Lestari,5,aplikasi ini sangat membantu banget untuk aku yang ingin belanja makanan dan minuman proses pengirimannya sangat cepat udah gitu proses pembayarannya juga mudah barang yang sampai pun dalam kondisi baik dan segar semua,1
215,Zeani Ainun,5,aplikasi ini memudahkan banget buat aku yang suka males keluar rumah pilihan produk banyak dan lengkap banget jadi praktis juga klo kebutuhan lagi banyak proses pengirimannya juga cepat jadi ga perlu tunggu lama kereen,1
216,Siti Jumiati,5,aplikasi yang memudahkan untuk belanja kebutuhan sehari hari engga perlu repot datang ke tempat cukup lewat aplikasi ini bisa belanja kebutuhan pengiriman belanjaan menit super cepat sangat cocok buat para ibu yang punya anak masih kecil,1
217,Maulana Yusuf,5,aplikasi mudah digunakan tidak ribet dan komplit yang paling suka adalah pengiriman cepat sampai cuma menit mantap astro,1
218,ariel Sanjaya,5,puas belanja di astro ini pelayanan cepat dan proses pengiriman juga cepat soal pembayaran jangan kwatir proses pembayaran mudah dan banyak pilihan pembayaran di astro barang yang akan di kirim sudah di cek dan di pastikan kondisi barang baik semua,1
219,Fathiya Zahra,5,belanja di astro bener ngebantu banget pokoknya paket lengkap deh dengan waktu pengiriman cuma menit kan cepet bgtt ditambah lagi produknya lengkap dan pembayarannya mudah fiturnya juga bener gampang digunakan buat orang awam dan paling penting ada diskonnyaa top bgt astro,1
220,Win Ah,5,wahh bagus bkin mempermudah aku belanja kebutuhan rumah ya makanan minuman daging buah ada pelayanannya pun cepat dan bagus mantap sih terus kembangin apknya min kalau bisa tambahin di kampung saya dong di surabaya jadi kalau pulang kesana masih bisa pakai,1
221,Amelia Putri,5,aplikasi ini sangat cocok buat kaum mageran kaya saya bisa belanja dengan harga lebih murah dan pembayarannya sangat mudah aplikasi ini juga kadang banyak promo menarik nyakerenn deh belanja jadi lebih sat set sat set,1
222,Sri Yanti,5,sumpah kebantu bgt sama aplikasi ini uda ga perlu ribet tinggal scrol pilih oke beberapa menit pesanan nyampe pembayaran ga pake ribet semua produk ada lengkap pokonya sumpah keren semoga kedepannya semakin di update dan bisa menjadi lebih mudah dengan fitur baru lagii,1
223,Suka Ngakak,5,kerenn parahh produknya lumayan lengkap serta pengiriman yang fast banget sangat mudah jika ingin berbelanja kebutuhan pokok seperti makanan minuman pembayarannya juga gk ribet mudah banget the best deh aplikasinya,1
224,sea,5,cuma astro sih aplikasi belanja yang bisa kasih banyak promo seperti tebus murah dan diskon produk lainnya kelengkapan etalasenya juga keren banget semuanya tersedia dengan harga yg terjangkau pastinya,1
225,Anggun Nur Maulidya,4,sejauh ini performa sudah oke saran ya bagusnya di terapkan untuk astro sy jg tim devlop ktika pengiriman kalo bisa ada tracking kaya apsnya gojek delivery lainnya karna customer bisa siaga ktika brng sdh smpai mana biar ga tebak tebakan kurir sampe mana ya gitu ktika posisi driver udh tiba di alamat tujuan kalo bisa status baru berubah si driver sdh tiba di tujuan karna ada kendala ketika si delivery baru dkt atau detik mau deket status jadi driver sudah tiba pdhal blom sampe,1
226,Lilis Susanti,5,aplikasi belanja yang mudah digunakan dilengkapi dengan proses pembayaran yang mudah apalagi pengiriman belanja hanya menit sangat rekomend buat para ibu yang mau belanja tapi nggak ribet,1
227,RAHMAN Gg,5,mama saya suka dengan adanya aplikasi ini membantu dan memudahkan mama dalam urusan dapur fitur aplikasi ini lengkap serta adanya promo dalam aplikasi yang dapat menghemat biaya belanja pengiriman belanjaan super cepat serta proses pembayaran nya mudah dan juga tentunya banyak pilihan pembayaran semoga aplikasinya lebih bagus lagi dari yang sudah bagus,1
228,Agnes Giovanni,5,aplikasi yang praktis banget bagi penggunanya pengiriman belanjaan hanya menit super cepat kategori belanja juga sangat lengkap mempermudah bgt pokoknya mantepp deh,1
229,Ella Aprilia,5,mantep banget nih astro belanja disini pilihan produk banyak dan lengkap banget jadi buat kaum mager kaya aku aplikasi ini cocok banget sih selain pengirimannya yg cepat barang nya juga tertata rapi sesuai kategori asikk banget deh pokoknya,1
230,Thea Le,5,bagus cepet diantar harganya wort it,1
231,NiaKurnia dh,5,akhirnya ketemu aplikasi groceries dimana pilihan produk banyak dan lengkap banget bener ngebantu yang kadang kendala transportasi buat belanja tapi di app ini bisa langsung kebutuhan sehari di aplikasi thankyouu,1
232,Yeeloyme,5,sempat bingung beli barang yang di market terdekat nggak ada harus beli dimana ya habistu coba pake aplikasi astro ternyata beneran lengkap banget pilihannya banyak harganya juga terjangkau jadi makin hemat kalau belanja pakai astro,1
